Common in ALL,133
BSSID,SSID,Wigle-Encryption,RPi-Encryption,Wigle-Channel,RPi-Channel,Wigle Avg RSSI,RPi Avg RSSI
D0:17:C2:B0:17:10,TheLostBread_GUEST,wpa2,"2017-07-29, 09:00:00 PM"
D6:D9:19:CE:BA:07,goprohero4,wpa2,"2017-06-09, 01:00:00 PM"
A2:EC:80:F3:4F:A4,binsent,wpa2,"2017-04-04, 12:00:00 PM"
A2:EC:80:F3:BA:32,smart_rsc,wpa2,"2017-07-29, 09:00:00 PM"
60:A4:4C:78:44:FE,AysusNako,wpa,"2017-10-17, 12:00:00 PM"
74:CC:39:BB:FB:98,Sneaks & Snacks,wpa2,"2017-07-29, 09:00:00 PM"
C4:A8:1D:8F:7F:51,tsunami,unknown,"2017-03-06, 02:00:00 AM"
C4:E9:84:5F:6C:08,HOLYFAMILY,wpa2,"2017-07-29, 09:00:00 PM"
84:16:F9:ED:7E:AC,34E MAAYUSIN,wpa2,"2017-06-09, 01:00:00 PM"
76:4A:A4:F1:3E:58,None,wpa2,"2017-07-29, 09:00:00 PM"
76:4A:A4:C9:21:E9,chuchu,wpa2,"2017-10-28, 02:00:00 PM"
8C:EB:C6:93:4D:5C,QURTNISS,wpa2,"2017-10-26, 02:00:00 PM"
80:13:82:63:C5:4C,HUAWEI-E5330-C54C,wpa2,"2017-05-07, 01:00:00 PM"
8E:79:67:86:C4:17,connect ka?,wpa2,"2017-07-29, 09:00:00 PM"
C8:D7:19:07:EB:5D,Rofiles-Wifi,wpa2,"2017-03-03, 03:00:00 PM"
82:CF:41:23:B3:22,BwSP-QTY5MA,unknown,"2017-03-08, 02:00:00 AM"
88:3F:D3:2B:B7:DC,COOL BEANS,wpa2,"2017-07-29, 09:00:00 PM"
8C:44:35:08:2B:2E,Tenda_082B2E,wpa2,"2017-04-04, 12:00:00 PM"
80:71:7A:E5:03:54,evian2017,wpa2,"2017-07-29, 09:00:00 PM"
80:71:7A:F0:96:49,HUAWEI-E5330-9649,wpa2,"2017-07-15, 09:00:00 AM"
8E:79:67:99:0B:28,Saturday,wpa2,"2017-05-07, 01:00:00 PM"
74:A5:28:B7:62:F0,HUAWEI-E5330-62F0,wpa2,"2017-07-15, 09:00:00 AM"
90:61:0C:12:02:8C,BOOMBOXX,wpa2,"2017-10-26, 02:00:00 PM"
90:61:0C:18:05:AD,PLDTMyDSL-D.N.D,wpa2,"2017-06-09, 01:00:00 PM"
90:61:0C:33:54:D8,PLDTHOMEREPEATER354D8,wpa2,"2017-05-07, 01:00:00 PM"
80:2A:A8:41:E8:2A,Wireless,wpa2,"2017-06-09, 01:00:00 PM"
E0:91:F5:77:71:88,Rofiles,wpa2,"2017-05-07, 01:00:00 PM"
84:16:F9:4C:AB:D4,OrangeSegment1,wpa2,"2017-07-29, 09:00:00 PM"
84:16:F9:35:53:12,IT-36-01,wpa2,"2017-10-17, 12:00:00 PM"
E0:8E:3C:21:D3:73,Purple Cedar,wpa2,"2017-06-09, 01:00:00 PM"
E0:8E:3C:21:D9:C7,bayanDSLWIFI_D9C7,wpa2,"2017-05-07, 01:00:00 PM"
E0:8E:3C:22:4D:3B,Khulit,wpa2,"2017-09-23, 03:00:00 AM"
E0:8E:3C:22:66:1F,PSCSEND,wpa2,"2017-05-07, 01:00:00 PM"
E0:8E:3C:22:66:5F,bayanDSLWIFI_665F,wpa2,"2017-05-07, 01:00:00 PM"
92:21:81:40:EB:91,BODn-YWxiZXJ0IGF1c3RyaWE,wep,"2017-03-08, 02:00:00 AM"
E0:8E:3C:1F:E2:EF,bayanDSLWIFI_E2EF,wpa2,"2017-05-07, 01:00:00 PM"
E0:8E:3C:20:0B:77,bayanDSLWIFI_0B77,wpa2,"2017-07-29, 09:00:00 PM"
E0:8E:3C:20:12:83,bayanDSLWIFI_1283,wpa2,"2017-05-07, 01:00:00 PM"
E0:8E:3C:20:14:47,Nephilim,wpa2,"2017-07-29, 09:00:00 PM"
E0:8E:3C:21:38:B7,Jay Sebastian,wpa2,"2017-03-03, 03:00:00 PM"
E0:8E:3C:21:4E:8F,bayanDSLWIFI_4E8F,wpa2,"2017-05-07, 01:00:00 PM"
E0:8E:3C:1A:5E:4F,Loading...,wpa2,"2017-05-07, 01:00:00 PM"
E0:8E:3C:1A:6F:37,bayanDSLWIFI_6F37,wpa2,"2017-06-09, 01:00:00 PM"
E0:8E:3C:1A:D1:4F,juan,wpa2,"2017-02-22, 11:00:00 PM"
D8:5D:4C:DE:A0:18,delapaz,wpa2,"2017-05-07, 01:00:00 PM"
94:46:96:18:07:21,PLDTHOMEDSLH9H40,wpa2,"2017-09-21, 01:00:00 PM"
94:46:96:1D:43:AE,PLDTHOMEDSLJNJS0,wpa2,"2017-07-29, 09:00:00 PM"
94:46:96:1E:18:B0,sleepingchild,wpa2,"2017-10-26, 02:00:00 PM"
94:46:96:1E:F2:58,PLDTHOMEDSL6H6D0,wpa2,"2017-05-07, 01:00:00 PM"
94:46:96:1F:94:6A,PLDTHOMEDSLD6DB0,wpa2,"2017-09-21, 01:00:00 PM"
94:46:96:20:B5:2F,PLDTHOMEDSLPPPP0,wpa2,"2017-06-09, 01:00:00 PM"
94:46:96:13:AD:77,HomeNetworkOK,wpa2,"2017-06-09, 01:00:00 PM"
94:46:96:14:B7:58,PLDTHOMEDSLMZMZ0,wpa2,"2017-06-09, 01:00:00 PM"
90:61:0C:2C:82:76,VIRUS,wpa2,"2017-10-17, 12:00:00 PM"
90:61:0C:2C:E2:9F,PLDTHOMEDSL58015,wpa2,"2017-06-09, 01:00:00 PM"
90:61:0C:2D:DE:F4,NSC,wpa2,"2017-07-29, 09:00:00 PM"
90:61:0C:2E:A7:39,PLDTHOMEDSL42809,wpa2,"2017-06-09, 01:00:00 PM"
90:61:0C:2E:B3:70,PLDTHOMEDSL45936,wpa2,"2017-07-15, 09:00:00 AM"
DC:09:4C:BF:BC:5A,Globe_Guest_Wifi,wpa2,"2017-03-03, 03:00:00 PM"
88:DC:96:18:8A:CC,FHGWF-KAL,wpa2,"2017-10-17, 12:00:00 PM"
9E:A9:E4:D0:C9:D9,Hola,wpa2,"2017-03-03, 03:00:00 PM"
9E:A9:E4:D4:BD:8F,May Wifi Ako Mainggit Ka,wpa2,"2017-01-17, 04:00:00 AM"
9E:D2:1E:BD:67:5C,DIRECT-G7-BRAVIA,wpa2,"2017-03-03, 03:00:00 PM"
88:D2:74:86:A6:67,bayanDSLWIFI_A667,wpa2,"2017-10-26, 02:00:00 PM"
88:D2:74:86:A9:16,bayanDSLWIFI_A916,wpa2,"2017-10-26, 02:00:00 PM"
78:54:2E:5A:75:C8,dlink,wpa2,"2017-06-09, 01:00:00 PM"
88:AD:D2:BA:8B:E8,BQ3i-ZmFpdGg,unknown,"2017-06-09, 01:00:00 PM"
E4:77:23:A5:CF:CC,WIFIZONE,wpa2,"2017-01-29, 06:00:00 PM"
80:29:94:67:88:41,SKYbroadband883E,wpa2,"2017-06-09, 01:00:00 PM"
80:29:94:67:BA:CD,SKYbroadbandBACA,wpa2,"2017-03-11, 02:00:00 PM"
DE:53:60:72:DC:6F,DIRECT-QVJAMESmsRK,wpa2,"2017-01-29, 06:00:00 PM"
98:E7:F5:90:29:EA,RONNIE,wpa2,"2017-10-26, 02:00:00 PM"
9A:0C:A5:BB:14:62,Obtaining IP address,wpa2,"2017-03-26, 03:00:00 PM"
DC:D9:16:3F:2B:79,HUAWEI-2B79,wpa2,"2017-04-04, 12:00:00 PM"
DC:EE:06:8D:FB:5F,PJKIM,wpa2,"2017-05-07, 01:00:00 PM"
DC:EE:06:95:49:1F,CherryBlossoms,wpa2,"2017-07-15, 09:00:00 AM"
DC:EE:06:C0:1E:1C,staph me,wpa2,"2017-07-29, 09:00:00 PM"
DC:EE:06:CF:7D:5C,wifiqtoh,wpa2,"2017-06-09, 01:00:00 PM"
DC:EE:06:CF:A3:C4,Do Not Connect,wpa2,"2017-03-13, 03:00:00 PM"
DC:EE:06:C0:73:08,Smart_Bro_C07308,wep,"2017-01-12, 05:00:00 AM"
D2:5B:A8:9B:6C:06,TBT,wpa2,"2017-06-09, 01:00:00 PM"
D2:5B:A8:F5:07:9C,baby scarlett,wpa2,"2017-03-11, 02:00:00 PM"
D0:5B:A8:E3:12:4B,Carpe diem ,wpa2,"2017-03-06, 02:00:00 AM"
94:46:96:16:11:00,PLDTHOMEDSL.GIZA,wpa2,"2017-06-09, 01:00:00 PM"
94:46:96:0E:E5:AB,PLDTHOMEDSL,wpa2,"2017-05-07, 01:00:00 PM"
94:46:96:17:0F:C4,PLDTHOMEDSLH0HM0,wpa2,"2017-06-09, 01:00:00 PM"
94:46:96:1C:E2:C9,PLDTHOMEDSLN0NW0,wpa2,"2017-10-26, 02:00:00 PM"
94:46:96:1F:B8:E1,PLDTHOMEDSLDHDN0,wpa2,"2017-10-28, 02:00:00 PM"
94:46:96:20:28:B7,TrinomaFreeWifi,wpa2,"2017-07-15, 09:00:00 AM"
94:46:96:20:6A:43,PLDTHOMEDSLLBLU0,wpa2,"2017-07-29, 09:00:00 PM"
70:5A:0F:58:C6:F9,DIRECT-F8-HP DeskJet 5820 series,wpa2,"2017-03-03, 03:00:00 PM"
AA:A6:68:B4:B4:8C,Smart Bro_B4B48C,wpa2,"2017-05-07, 01:00:00 PM"
AA:A6:68:21:E0:D8,ACTRC2017,wpa2,"2017-10-28, 02:00:00 PM"
AA:A6:68:68:B3:CC,Smart Bro_68B3CC,wpa2,"2017-03-13, 03:00:00 PM"
AA:A6:68:23:A9:D6,NO INTERNET ACCESS,wpa2,"2017-07-15, 09:00:00 AM"
9C:6F:52:35:02:4C,bayanDSLWIFI_024C,wpa2,"2017-09-21, 01:00:00 PM"
AA:A6:68:28:91:C7,sun bro,wpa2,"2017-01-29, 06:00:00 PM"
80:13:82:A6:68:6A,HUAWEI-E5330-686A,wpa2,"2017-09-21, 01:00:00 PM"
80:13:82:55:7D:CA,WIFI MOTO,wpa2,"2017-05-07, 01:00:00 PM"
B0:C5:54:2E:2C:7E,dlink-2C7E,unknown,"2017-07-29, 09:00:00 PM"
A2:32:99:C4:71:84,Oxyjen,wpa2,"2017-06-09, 01:00:00 PM"
9C:C1:72:FA:CA:D7,drop_it_like_its_hotspot,wpa2,"2017-04-04, 12:00:00 PM"
AE:5F:3E:FD:7D:E0,s7EDGIE,wpa2,"2017-07-29, 09:00:00 PM"
AE:61:EA:ED:67:EF,iPhone,wpa2,"2017-07-15, 09:00:00 AM"
94:10:3E:99:98:00,Router1,wpa2,"2017-04-04, 12:00:00 PM"
8C:EB:C6:CD:C8:F7,B315_DC8F7,wpa2,"2017-07-15, 09:00:00 AM"
8C:DC:D4:68:7B:5D,HP-Print-5D-Deskjet 4640 series,unknown,"2017-10-17, 12:00:00 PM"
AA:A6:68:7C:AF:D1,art3mis,wpa2,"2017-07-15, 09:00:00 AM"
C8:D7:19:B6:F3:2A,Linksys_Javellana,wpa2,"2017-06-09, 01:00:00 PM"
90:61:0C:12:97:F3,PLDTMyDSL_JandB,wpa2,"2017-03-24, 12:00:00 PM"
90:61:0C:10:50:B2,PLDTMyDSL,wpa2,"2017-07-15, 09:00:00 AM"
90:61:0C:16:5B:4D,PLDTMyDSL_Cuico,wpa2,"2017-06-09, 01:00:00 PM"
90:61:0C:16:C9:A0,PLDTMyDSLtrstan,wpa2,"2017-06-09, 01:00:00 PM"
90:61:0C:2C:D5:54,PLDTHOMEDSL54612,wpa2,"2017-07-29, 09:00:00 PM"
90:61:0C:2C:E2:9E,PLDTHOMEDSL58014,wpa2,"2017-05-07, 01:00:00 PM"
AA:E8:7F:0E:BE:30,Mikka Loraine ??,wpa2,"2017-03-26, 03:00:00 PM"
AA:A6:68:B5:03:E1,TanLoveYeng,wpa2,"2017-09-21, 01:00:00 PM"
AA:A6:68:B9:6F:8F,Mokang,wpa2,"2017-03-26, 03:00:00 PM"
90:61:0C:16:5B:4D,PLDTMyDSL_Cuico,wpa2,"2017-06-09, 01:00:00 PM"
90:61:0C:16:C9:A0,PLDTMyDSLtrstan,wpa2,"2017-06-09, 01:00:00 PM"
90:61:0C:2C:D5:54,PLDTHOMEDSL54612,wpa2,"2017-07-29, 09:00:00 PM"
90:61:0C:2C:E2:9E,PLDTHOMEDSL58014,wpa2,"2017-05-07, 01:00:00 PM"
AA:E8:7F:0E:BE:30,Mikka Loraine ??,wpa2,"2017-03-26, 03:00:00 PM"
AA:A6:68:B5:03:E1,TanLoveYeng,wpa2,"2017-09-21, 01:00:00 PM"
AA:A6:68:B9:6F:8F,Mokang,wpa2,"2017-03-26, 03:00:00 PM"
9E:A9:E4:DB:AF:CC,janca,wpa2,"2017-06-09, 01:00:00 PM"
9E:A9:E4:9C:C6:F0,AMOR,wpa2,"2017-05-07, 01:00:00 PM"
D0:65:CA:92:77:90,HUAWEI-7790,wpa2,"2017-07-29, 09:00:00 PM"
BE:54:36:D5:D7:EF,Pam's iPhone,wpa2,"2017-03-09, 10:00:00 AM"
84:55:A5:6A:C1:83,AndroidAP,wpa2,"2017-07-29, 09:00:00 PM"
9C:5C:8E:A8:D9:16,Blackmamba,wpa2,"2017-07-29, 09:00:00 PM"
C0:7E:40:61:05:53,PT&T Fiber,wpa2,"2017-10-26, 02:00:00 PM"
98:E7:F5:93:E0:D2,ReMiDi4,wpa2,"2017-04-04, 12:00:00 PM"
98:E7:F5:94:07:8A,Deans office,wpa2,"2017-03-03, 03:00:00 PM"
C2:9F:05:E2:B5:48,A1601,wpa2,"2017-03-04, 02:00:00 PM"
00:07:26:28:C8:66,PLDTMyDSL,wpa2,"2017-07-29, 09:00:00 PM"
98:E7:F5:45:67:68,wifi,wpa2,"2017-05-07, 01:00:00 PM"
C4:07:2F:65:7D:DA,HUAWEI-E5330-7DDA,wpa2,"2017-02-23, 12:00:00 PM"
9C:A9:E4:9A:E3:BF,4G Lite,wpa2,"2017-06-09, 01:00:00 PM"
9C:A5:C0:F5:FF:D5,vincent,wpa2,"2017-01-12, 12:00:00 PM"
9C:A9:E4:05:44:AE,Connecting...,wpa2,"2017-01-29, 06:00:00 PM"
9C:A9:E4:06:0A:5B,MamaBearNet,wpa2,"2017-03-03, 12:00:00 PM"
9C:A9:E4:06:24:B7,Sun Wi-Fi_0624B6,unknown,"2017-07-15, 09:00:00 AM"
A0:8D:16:CC:3D:E0,Mantol,wpa2,"2017-06-09, 01:00:00 PM"
A2:EC:80:F7:F0:4F,DM3sarabia,wpa2,"2017-05-07, 01:00:00 PM"
C8:38:70:BD:6A:8A,AndroidAP,wpa2,"2017-02-28, 12:00:00 PM"
C0:A0:BB:21:AC:6A,Tambakan,wpa2,"2017-06-09, 01:00:00 PM"
A0:0B:BA:51:94:A6,Shoo.shoo,wpa2,"2017-07-15, 09:00:00 AM"
CC:61:E5:49:20:DB,Moto G (4) 4191,wpa2,"2017-07-29, 09:00:00 PM"
CC:79:CF:F2:ED:9A,Mitsubishi Wireless TV 564,unknown,"2017-07-15, 09:00:00 AM"
CC:A2:23:A1:11:6C,HUAWEI-ZVKMCY,wpa2,"2017-06-09, 01:00:00 PM"
A0:8C:FD:0D:68:44,DIRECT-3D-HP DeskJet 3830 series,wpa2,"2017-04-04, 12:00:00 PM"
D0:FF:98:DB:E3:E5,HUAWEI-E3E5,wpa2,"2017-07-15, 09:00:00 AM"
D2:5B:A8:32:A2:7C,scan,wpa2,"2017-03-03, 03:00:00 PM"
D2:5B:A8:B0:3F:66,Hack_me_if_u_can,wpa2,"2017-04-04, 12:00:00 PM"
C0:7E:40:73:1F:2C,PT&T Fiber,wpa2,"2017-10-26, 02:00:00 PM"
C4:07:2F:65:6B:EC,do_the_roll,wpa2,"2017-07-15, 09:00:00 AM"
D4:40:F0:F6:C4:28,GLOBE TATTO,wpa2,"2017-07-29, 09:00:00 PM"
AA:A6:68:DD:5D:EF,Komeiji Koishi,wpa2,"2017-05-07, 01:00:00 PM"
AA:A6:68:78:23:F9,Smart Bro_kiko,wpa2,"2017-03-11, 02:00:00 PM"
9E:A9:E4:E2:DE:7C,Caleb Haas,wpa2,"2017-06-09, 01:00:00 PM"
9E:A9:E4:D4:D4:42,Smart Bro_D4D442,wpa2,"2017-03-03, 03:00:00 PM"
9C:A9:E4:9A:F0:81,galacticserver,wpa2,"2017-03-02, 06:00:00 AM"
A6:BA:76:4C:A5:23,huwat,wpa2,"2017-06-09, 01:00:00 PM"
DC:EE:06:8F:0A:7B,None,wpa2,"2017-07-15, 09:00:00 AM"
DC:EE:06:C0:7E:74,Virus,wpa2,"2017-03-22, 12:00:00 PM"
DC:EE:06:CF:8D:28,thea09,wpa2,"2017-03-11, 02:00:00 PM"
DC:D9:16:AE:49:A8,None,wpa2,"2017-03-03, 03:00:00 PM"
C4:62:EA:81:F8:55,AndroidAP,wpa2,"2017-01-29, 06:00:00 PM"
CC:3A:61:50:13:EA,AndroidAP,wpa2,"2017-10-26, 02:00:00 PM"
E0:8E:3C:1A:8A:27,MOORE,wpa2,"2017-04-04, 12:00:00 PM"
E0:8E:3C:1A:CB:77,bayanDSLWIFI_CB77,wpa2,"2017-07-15, 09:00:00 AM"
E0:8E:3C:1A:D4:D3,Wakaranay,wpa2,"2017-10-26, 02:00:00 PM"
E0:8E:3C:1A:ED:7F,Cupcakes by Gremlins,wpa2,"2017-07-29, 09:00:00 PM"
E0:8E:3C:1A:EE:1B,bayanDSLWIFI_EE1B,wpa2,"2017-03-03, 03:00:00 PM"
E0:8E:3C:22:3C:83,bayanDSLWIFI_3C83,wpa2,"2017-10-26, 02:00:00 PM"
E0:8E:3C:20:FC:4B,VenTriumfante,wpa,"2017-06-09, 01:00:00 PM"
E0:8E:3C:20:07:D3,whyFi,wpa2,"2017-05-07, 01:00:00 PM"
A8:7C:01:94:5B:56,Kit's Samsung Galaxy A5,wpa2,"2017-03-26, 03:00:00 PM"
CC:79:CF:2E:F3:E0,WiFiConnect 317,unknown,"2017-06-09, 01:00:00 PM"
AA:A6:68:21:E7:FF,Ttung,wpa2,"2017-05-07, 01:00:00 PM"
AA:A6:68:DA:63:3C,shuurei1109,wpa2,"2017-05-07, 01:00:00 PM"
AA:A6:68:9B:BF:52,CETA24,wpa2,"2017-05-07, 01:00:00 PM"
AA:A6:68:B3:13:70,Smart Bro_B31370,wpa2,"2017-01-29, 06:00:00 PM"
AA:A6:68:B4:7F:03,CJKULITZ,wpa2,"2017-03-22, 05:00:00 AM"
AA:A6:68:B4:A3:FE,BiLi ka,wpa2,"2017-03-11, 02:00:00 PM"
AA:A6:68:BF:0B:25,SM Free Wifi,wpa2,"2017-03-03, 03:00:00 PM"
AA:A6:68:78:3B:75,Glennabelle,wpa2,"2017-03-03, 03:00:00 PM"
AA:A6:68:2C:F7:32,Ninaluis,wpa2,"2017-07-15, 09:00:00 AM"
AA:A6:68:2D:19:C7,Wifi,wpa2,"2017-07-29, 09:00:00 PM"
C0:EE:FB:EE:58:B8,OnePlus3,wpa2,"2017-04-04, 12:00:00 PM"
C4:12:F5:4D:E8:F1,Kalayaan,wpa2,"2017-03-26, 03:00:00 PM"
A4:71:74:4D:82:05,B315_D8205,wpa2,"2017-10-17, 12:00:00 PM"
C4:07:2F:F1:28:31,HUAWEI-E5330-2831,wpa2,"2017-03-16, 04:00:00 PM"
C4:07:2F:F2:B8:D3,RRCP LEGIT 2017,wpa2,"2017-03-21, 06:00:00 AM"
CC:1A:FA:97:46:FC,SOBC,wpa,"2017-04-04, 12:00:00 PM"
C8:D7:19:F1:D9:82,Centennial Office,wpa2,"2017-03-15, 05:00:00 AM"
C8:B3:73:2B:8E:5E,jasonerick,wpa2,"2017-05-07, 01:00:00 PM"
C4:6E:1F:EA:E8:ED,Itemhound,wpa2,"2017-10-17, 12:00:00 PM"
C0:BD:D1:47:AB:7F,By6k-am9lbC5qYXVjbw,unknown,"2017-03-11, 02:00:00 PM"
C4:E9:84:77:C4:58,TP-LINK_C458,wpa2,"2017-07-15, 09:00:00 AM"
C8:F2:30:29:07:7F,_Beadel,wpa,"2017-06-09, 01:00:00 PM"
B0:B2:DC:73:53:C4,PLDTMyDSL,wpa,"2017-05-07, 01:00:00 PM"
D2:5B:A8:F4:FE:99,TRESKELION,wpa2,"2017-05-07, 01:00:00 PM"
D2:5B:A8:A7:96:4D,blccccccc,wpa2,"2017-03-16, 04:00:00 PM"
D2:5B:A8:A7:99:AC,Bohbies,wpa2,"2017-03-22, 12:00:00 PM"
D2:5B:A8:5E:9C:77,Sun Wi-Fi_5E9C77,wep,"2017-01-29, 06:00:00 PM"
D2:5B:A8:8F:66:80,jowi.cruz,wpa2,"2017-01-15, 03:00:00 PM"
E4:6F:13:64:48:34,INFECT,wpa2,"2017-10-15, 06:00:00 PM"
E4:6F:13:7E:74:72,Evangelista Net,wpa2,"2017-05-07, 01:00:00 PM"
C8:D7:19:B6:F3:2C,Linksys_Javellana-guest,unknown,"2017-06-09, 01:00:00 PM"
E4:7D:EB:01:DD:5A,LBS CAMERA,wpa2,"2017-07-29, 09:00:00 PM"
E4:7D:EB:01:E3:9D,P01I-E39D,wpa2,"2017-06-09, 01:00:00 PM"
E6:B3:01:19:C4:E0,Bosen? iPhone,wpa2,"2017-05-07, 01:00:00 PM"
0C:D6:BD:5B:95:CA,TrojanVirus,wpa2,"2017-03-03, 03:00:00 PM"
B0:EE:7B:94:73:31,None,wpa2,"2017-06-09, 01:00:00 PM"
B4:30:52:E0:47:9A,OXO ORIGINAL,wpa2,"2017-07-29, 09:00:00 PM"
B4:30:52:34:E0:7B,SMARTBRO89,wpa2,"2017-06-09, 01:00:00 PM"
B4:30:52:0D:6E:5B,Jansen,wpa2,"2017-03-26, 03:00:00 PM"
18:1E:78:99:A2:80,PLDTHOMEDSL,wpa2,"2017-05-07, 01:00:00 PM"
0A:A6:F7:C1:73:E5,FAD-2G,wpa2,"2017-06-09, 01:00:00 PM"
D0:7A:B5:72:84:CE,HUAWEI-E5220-84ce,wpa2,"2017-01-21, 08:00:00 AM"
0E:12:62:85:60:B4,TheEmperor,wpa2,"2017-03-03, 12:00:00 PM"
BE:3A:EA:8D:23:AD,hansy,wpa2,"2017-10-26, 02:00:00 PM"
D0:BF:9C:70:6F:A2,HP-Print-A2-Deskjet 3540 series,wpa2,"2017-07-15, 09:00:00 AM"
00:04:ED:1E:7B:01,MDROA35,none,"2017-07-15, 09:00:00 AM"
14:1F:78:40:71:FD,Ganda,wpa2,"2017-06-09, 01:00:00 PM"
B8:08:D7:40:8D:2F,globewifi,wpa2,"2017-03-26, 03:00:00 PM"
10:D3:8A:1F:04:CE,kills,wpa2,"2017-03-03, 03:00:00 PM"
DC:09:4C:54:7D:46,None,wpa2,"2017-07-15, 09:00:00 AM"
C0:BD:D1:83:A5:96,Valar Morghulis,wpa2,"2017-07-15, 09:00:00 AM"
14:AB:F0:47:F3:F0,*EDVIRAY*,wpa2,"2017-06-09, 01:00:00 PM"
D4:A1:48:6E:17:76,SEPULTURA,wpa2,"2017-05-07, 01:00:00 PM"
B8:8D:12:5F:72:31,clanhub,wpa2,"2017-03-11, 02:00:00 PM"
D8:55:A3:61:C7:6C,GOTOMI,wpa2,"2017-07-15, 09:00:00 AM"
14:B9:68:10:7D:91,kgdcaloy,wpa2,"2017-05-07, 01:00:00 PM"
BC:C0:0F:1F:C2:F0,PLDTHOMEFIBRfc2f0,wpa2,"2017-06-09, 01:00:00 PM"
BC:C0:0F:BE:9D:48,PLDTHOMEFIBRe9d48,wpa2,"2017-06-09, 01:00:00 PM"
BC:C0:0F:2E:44:20,PLDTHOMEFIBRe4420,wpa2,"2017-07-15, 09:00:00 AM"
E0:8E:3C:1A:4D:6F,bayanDSLWIFI_4D6F,wpa2,"2017-03-16, 04:00:00 PM"
E0:8E:3C:1A:BF:73,likhadiwa,wpa2,"2017-10-28, 02:00:00 PM"
E0:8E:3C:1A:D0:FF,bayanDSLWIFI_D0FF,wpa2,"2017-03-26, 03:00:00 PM"
E0:8E:3C:1A:D1:0F,BUSET ANG BAGAL!,wpa2,"2017-09-23, 03:00:00 AM"
E0:8E:3C:1A:F5:13,Virus Detected,wpa2,"2017-07-15, 09:00:00 AM"
E0:8E:3C:1B:3F:13,bayanDSLWIFI_3F13,wpa2,"2017-05-07, 01:00:00 PM"
E0:8E:3C:1B:6F:2F,Hybrid,wpa2,"2017-05-07, 01:00:00 PM"
E0:8E:3C:21:E5:1F,bayanDSLWIFI_E51F,wpa2,"2017-05-07, 01:00:00 PM"
E0:8E:3C:22:21:0B,I.P.G,wpa2,"2017-10-17, 12:00:00 PM"
E0:8E:3C:22:44:0B,UPNET,wpa2,"2017-05-07, 01:00:00 PM"
E0:8E:3C:22:4E:CF,bayanDSLWIFI_4ECF,wpa2,"2017-10-26, 02:00:00 PM"
E0:8E:3C:1F:EA:E7,Argo,wpa2,"2017-05-07, 01:00:00 PM"
E0:8E:3C:1F:FE:1F,Kadamay,wpa2,"2017-05-07, 01:00:00 PM"
E0:8E:3C:20:15:3F,Bhongga_store,wpa2,"2017-07-29, 09:00:00 PM"
E0:8E:3C:20:FA:4B,Nobody,wpa,"2017-06-09, 01:00:00 PM"
E0:8E:3C:21:38:87,PSCSEND,wpa2,"2017-03-03, 03:00:00 PM"
E0:8E:3C:04:BA:DF,shana,wpa2,"2017-05-07, 01:00:00 PM"
10:BF:48:B2:97:AC,Zentea,wpa2,"2017-07-29, 09:00:00 PM"
D2:5B:A8:91:B5:1D,BAGYO,wpa2,"2017-04-04, 12:00:00 PM"
D2:5B:A8:F9:8D:FC,Smart Bro_F98DFC,wpa2,"2017-10-28, 02:00:00 PM"
1C:74:0D:1A:64:48,PLDTHOMEDSLKenjie,wpa2,"2017-03-15, 05:00:00 AM"
1C:67:58:F9:8F:57,pansit lumen,wpa2,"2017-06-09, 01:00:00 PM"
BE:6C:21:7A:CC:19,Roden's iPhone,wpa2,"2017-03-03, 03:00:00 PM"
1A:E3:BC:2C:E3:EE,SAPPS_anniebriones346-ic3,wep,"2017-03-21, 06:00:00 AM"
E4:58:E7:24:A0:50,Samsung Tab,wpa2,"2017-07-29, 09:00:00 PM"
20:A6:80:44:28:79,ONE,wpa2,"2017-02-28, 12:00:00 PM"
E0:A3:AC:51:52:D6,HUAWEI-52D6,wpa2,"2017-05-07, 01:00:00 PM"
E0:8E:3C:16:7B:11,bayanDSLWIFI_7B11,wpa2,"2017-06-09, 01:00:00 PM"
E0:8E:3C:1F:C5:47,bayanDSLWIFI_C547,wpa2,"2017-06-09, 01:00:00 PM"
E0:8E:3C:1F:D0:8B,None,wpa2,"2017-05-07, 01:00:00 PM"
E0:8E:3C:1F:F7:E3,molina,wpa2,"2017-03-26, 03:00:00 PM"
E0:8E:3C:1A:7C:CB,bayanDSLWIFI_7CCB,wpa2,"2017-07-29, 09:00:00 PM"
20:AA:4B:1D:8B:3C,RedLion,wpa2,"2017-03-03, 03:00:00 PM"
DC:EE:06:CF:C4:94,DG_2016,wpa2,"2017-03-21, 11:00:00 AM"
DC:EE:06:8D:B9:C7,Bazingaaa,wpa2,"2017-05-07, 01:00:00 PM"
DC:EE:06:C0:26:FC,Restricted connection2,wpa2,"2017-03-03, 03:00:00 PM"
DC:09:4C:32:77:03,HUAWEI-E5330-7703,wpa2,"2017-03-21, 06:00:00 AM"
E4:77:23:A6:13:70,karl benedict,wpa2,"2017-03-11, 02:00:00 PM"
E4:77:23:9D:6D:74,ACTMJ,wpa2,"2017-03-15, 05:00:00 AM"
BC:76:5E:CF:ED:06,AndroidAP,wpa2,"2017-04-04, 12:00:00 PM"
1C:B7:2C:79:F8:8C,AWESOME.RIBS_5G,wpa2,"2017-07-29, 09:00:00 PM"
20:25:64:C6:7D:F5,96266b,wpa2,"2017-06-09, 01:00:00 PM"
